parachute_id,actual,predicted
3103,opens,opens
2717,opens,opens
2418,opens,opens
7826,opens,opens
1294,opens,opens
6049,opens,fails
8121,opens,opens
4833,opens,opens
5897,opens,fails
6626,opens,opens
3468,fails,fails
5022,opens,opens
7665,opens,opens
5955,opens,opens
1766,opens,opens
4302,opens,opens
7522,opens,opens
3748,opens,opens
4448,opens,opens
5524,opens,opens
1756,opens,opens
4723,opens,opens
5411,opens,opens
7669,opens,opens
4095,opens,opens
1136,opens,opens
7434,opens,opens
2503,opens,opens
7125,opens,opens
6841,opens,opens
5059,opens,opens
2660,opens,opens
4082,opens,opens
5286,opens,opens
3842,opens,opens
7543,opens,opens
7519,opens,opens
2404,opens,opens
8289,opens,fails
5210,opens,opens
2562,opens,opens
5460,opens,opens
7266,opens,opens
8223,opens,opens
6667,opens,opens
5356,opens,opens
2021,opens,opens
2786,opens,opens
6075,opens,opens
8823,opens,opens
4229,opens,opens
4551,opens,opens
3865,opens,opens
6101,opens,opens
6387,opens,opens
2002,opens,opens
5982,opens,opens
1734,opens,opens
6654,opens,opens
4432,opens,opens
2551,opens,opens
2189,opens,opens
3518,opens,opens
5085,opens,opens
8719,opens,opens
8754,opens,opens
6418,opens,opens
1443,opens,opens
5102,opens,opens
2195,opens,opens
7228,opens,opens
6922,opens,opens
1234,opens,opens
8129,opens,opens
4004,opens,opens
5185,opens,opens
4090,opens,opens
1331,opens,opens
6617,opens,opens
6805,opens,opens
8363,opens,opens
6719,opens,opens
8671,opens,opens
1935,opens,opens
4051,opens,opens
5479,opens,opens
3526,opens,opens
6627,opens,opens
7503,opens,opens
1166,opens,opens
7572,opens,opens
1259,opens,opens
6322,opens,opens
3184,opens,opens
5054,opens,opens
4208,opens,opens
1395,opens,opens
7172,opens,opens
5029,opens,opens
6250,opens,opens
7128,opens,opens
8868,opens,opens
2851,opens,opens
6205,opens,opens
4995,opens,opens
4103,opens,opens
7750,opens,opens
4647,opens,fails
7071,opens,opens
3622,opens,opens
1761,opens,opens
4240,opens,opens
3998,opens,opens
7367,opens,opens
1440,opens,opens
7257,opens,opens
6597,opens,opens
5191,opens,opens
3000,opens,opens
2527,opens,opens
8198,opens,opens
6766,opens,opens
3777,opens,opens
3496,opens,opens
6203,opens,opens
7070,opens,opens
2295,opens,opens
2429,opens,opens
8663,opens,opens
2857,opens,fails
2896,opens,opens
7991,opens,opens
6762,opens,opens
8966,opens,opens
8867,opens,opens
7453,opens,opens
1001,opens,opens
3701,opens,opens
7948,opens,opens
3509,opens,opens
8072,opens,opens
2922,opens,opens
2679,opens,opens
6529,opens,opens
7275,opens,opens
8359,opens,opens
7109,opens,opens
2965,opens,opens
4694,opens,opens
1114,opens,opens
6090,opens,opens
4565,opens,opens
8227,opens,opens
3649,opens,opens
3123,opens,opens
1545,opens,opens
4864,opens,opens
2994,opens,opens
8846,opens,opens
4331,opens,opens
3844,opens,opens
6705,opens,opens
8915,opens,opens
1803,opens,opens
5352,opens,opens
4702,opens,opens
7112,opens,opens
7190,opens,opens
8728,opens,opens
4250,opens,opens
5857,opens,opens
1533,opens,opens
8879,opens,opens
1073,opens,opens
4238,opens,opens
6209,opens,opens
8066,opens,opens
2723,opens,opens
5797,opens,fails
5663,opens,opens
1036,opens,opens
7979,opens,opens
2834,opens,opens
3213,opens,opens
7958,opens,opens
5429,opens,opens
2607,opens,opens
6037,opens,opens
2207,opens,opens
3667,opens,opens
6534,opens,opens
3628,opens,opens
5934,opens,fails
1281,opens,opens
1264,opens,opens
8277,opens,opens
7387,opens,opens
7890,opens,opens
3368,opens,opens
5966,opens,opens
2883,opens,opens
8656,opens,opens
3187,opens,fails
4717,opens,opens
3353,opens,fails
1448,opens,opens
1326,opens,opens
1956,opens,opens
2762,opens,fails
3619,opens,opens
8998,opens,opens
6266,opens,opens
3811,opens,opens
2586,opens,fails
4939,opens,opens
3367,opens,opens
3158,opens,opens
2800,opens,opens
7278,opens,opens
3179,opens,opens
6405,opens,opens
2638,opens,opens
8356,opens,opens
5082,opens,opens
7592,opens,opens
8942,opens,opens
1780,opens,fails
6788,opens,opens
8925,opens,opens
2287,opens,opens
1137,opens,opens
1674,opens,opens
5011,opens,opens
4297,opens,opens
1982,opens,opens
3142,opens,opens
4653,opens,opens
2809,opens,opens
8159,opens,opens
3654,opens,opens
2841,opens,opens
8060,opens,opens
2789,opens,opens
8011,opens,opens
8591,opens,opens
1931,opens,opens
5213,opens,opens
8654,opens,opens
8345,opens,opens
1107,opens,opens
3115,opens,opens
6901,opens,opens
5612,opens,opens
1449,opens,opens
6428,opens,opens
3416,opens,opens
6151,opens,opens
6842,opens,opens
6774,opens,opens
5829,opens,opens
2302,opens,opens
8801,opens,opens
3372,opens,opens
4666,opens,opens
1193,opens,opens
1243,opens,opens
7288,opens,opens
2480,opens,opens
5083,opens,opens
4789,opens,opens
8534,opens,opens
7836,opens,opens
4171,opens,opens
7793,opens,opens
1546,opens,opens
4527,opens,fails
2502,opens,opens
4874,opens,opens
4183,opens,opens
3535,opens,opens
7099,opens,opens
7549,opens,opens
3606,opens,opens
5310,opens,opens
5678,opens,fails
3791,opens,opens
7909,opens,opens
1575,opens,fails
6238,opens,opens
1455,opens,opens
8567,opens,opens
8200,opens,opens
2087,opens,opens
8103,opens,opens
1424,opens,opens
2966,opens,opens
8581,opens,opens
5284,opens,opens
8168,opens,opens
3255,opens,opens
6565,opens,opens
8814,opens,opens
2594,opens,opens
5509,opens,opens
5161,opens,opens
3186,opens,opens
4291,opens,opens
7964,opens,opens
5045,opens,opens
3182,opens,opens
4915,opens,opens
8625,opens,opens
8061,opens,opens
8310,opens,opens
7028,opens,opens
5888,opens,opens
8744,opens,fails
6089,opens,opens
7304,opens,opens
6631,opens,opens
7126,opens,opens
3180,opens,opens
6032,opens,opens
7896,opens,opens
3978,opens,opens
1071,opens,opens
8480,opens,opens
3105,opens,opens
8008,opens,opens
2144,opens,opens
2192,opens,opens
4305,opens,opens
7715,opens,opens
8475,opens,opens
1299,opens,opens
6647,opens,opens
6441,opens,opens
1414,opens,opens
2013,opens,opens
4222,opens,opens
5325,opens,opens
4116,opens,opens
8498,opens,opens
8613,opens,opens
4040,opens,opens
1062,opens,opens
1712,opens,opens
4168,opens,opens
7343,opens,opens
7411,opens,opens
3015,opens,opens
5354,opens,opens
5977,opens,opens
5809,opens,opens
5802,opens,opens
2960,opens,opens
6056,opens,opens
6246,opens,opens
7286,opens,opens
3608,opens,opens
1050,opens,opens
6601,opens,opens
4333,opens,opens
3488,opens,opens
2274,opens,opens
6807,opens,opens
1561,opens,opens
3200,opens,opens
7648,opens,opens
6289,opens,opens
5465,opens,opens
7581,opens,opens
6457,opens,opens
7514,opens,opens
8102,opens,opens
7517,opens,opens
2185,opens,opens
1914,opens,opens
1233,opens,opens
2552,opens,opens
5071,opens,opens
5264,opens,opens
6835,opens,opens
4648,opens,opens
6012,opens,opens
8185,opens,opens
5913,opens,opens
4629,opens,opens
2802,opens,opens
6665,opens,opens
6840,opens,opens
7994,opens,opens
5714,opens,opens
2935,opens,opens
2523,opens,opens
4983,opens,opens
8140,opens,opens
2569,opens,opens
7167,opens,opens
4151,opens,opens
4336,opens,fails
3088,opens,opens
4501,opens,opens
6198,opens,opens
3445,opens,opens
7751,opens,opens
8133,opens,opens
3252,opens,fails
3162,opens,opens
1642,opens,opens
1862,opens,opens
1694,opens,opens
3242,opens,opens
4635,opens,opens
1284,opens,opens
5145,opens,opens
3558,opens,opens
2806,fails,fails
1792,opens,opens
7206,opens,opens
7666,opens,opens
3879,opens,opens
1844,opens,opens
8386,opens,opens
8291,opens,opens
7292,opens,opens
4322,opens,opens
2979,opens,opens
2753,opens,opens
4881,opens,opens
5426,opens,opens
8126,opens,fails
3023,opens,opens
7638,opens,opens
1537,opens,opens
6470,opens,opens
7752,opens,opens
4411,opens,opens
3513,opens,opens
3673,opens,opens
8080,opens,opens
8400,opens,opens
6874,opens,opens
3062,opens,opens
2308,opens,opens
8764,opens,opens
8709,opens,opens
1845,opens,opens
6616,opens,opens
1484,opens,opens
7653,opens,opens
5956,opens,opens
6446,opens,opens
4924,opens,opens
3243,opens,opens
2782,opens,opens
8543,opens,opens
8500,opens,opens
2143,opens,opens
4703,opens,opens
7427,opens,opens
3424,opens,opens
3914,opens,opens
4205,opens,opens
7931,opens,opens
4117,opens,opens
5296,opens,opens
8113,opens,opens
1277,opens,opens
8794,opens,opens
7069,opens,opens
7097,opens,opens
7837,opens,opens
8296,opens,opens
1859,opens,opens
5585,opens,opens
2759,opens,opens
5859,opens,opens
5781,opens,opens
2407,opens,opens
4901,opens,opens
5957,opens,opens
3164,opens,opens
3261,opens,opens
2672,opens,opens
3275,opens,opens
5730,opens,opens
2684,opens,opens
7974,opens,opens
3971,opens,opens
3799,opens,opens
5935,opens,opens
6945,opens,opens
4838,opens,opens
4906,opens,opens
2603,opens,opens
4814,opens,opens
3371,opens,opens
5949,opens,fails
3338,opens,opens
7107,opens,opens
2940,opens,opens
6757,opens,opens
5726,opens,opens
4854,opens,fails
1654,opens,opens
4800,opens,opens
3102,opens,opens
2812,opens,opens
1983,opens,opens
2199,opens,opens
3335,opens,opens
1826,opens,opens
1876,opens,opens
2291,opens,opens
6715,opens,opens
4682,opens,opens
4513,opens,opens
7735,opens,opens
4324,opens,opens
4947,opens,opens
3829,opens,opens
5433,opens,opens
7523,opens,opens
8817,opens,opens
4209,opens,opens
2124,opens,opens
1196,opens,opens
1288,opens,opens
3128,opens,opens
2734,opens,opens
1579,opens,opens
6760,opens,opens
8970,opens,opens
2135,opens,opens
7804,opens,opens
8701,opens,opens
8388,opens,fails
8983,opens,opens
1460,opens,opens
8497,opens,opens
6182,opens,opens
7761,opens,opens
8047,opens,opens
3760,opens,opens
1198,opens,opens
5712,opens,opens
6008,opens,opens
8050,opens,opens
7872,opens,opens
5518,opens,opens
7446,opens,opens
7036,opens,opens
8855,opens,opens
7965,opens,opens
1881,opens,opens
7901,opens,opens
1210,opens,opens
6285,opens,opens
8535,opens,opens
3013,opens,opens
6466,opens,opens
1032,opens,opens
7142,opens,opens
5819,opens,opens
8675,opens,opens
8174,opens,opens
4480,opens,opens
8204,opens,opens
3709,opens,opens
2863,opens,opens
5172,opens,opens
3139,opens,opens
1015,opens,opens
2052,opens,opens
4931,opens,opens
2886,opens,opens
6059,opens,opens
1865,opens,opens
6119,opens,opens
7359,opens,opens
1360,opens,opens
6132,opens,opens
4940,opens,opens
3026,opens,opens
8447,opens,opens
4414,opens,opens
8993,opens,opens
4547,opens,opens
8546,opens,opens
7493,opens,opens
5377,opens,opens
1369,opens,opens
5729,opens,opens
2119,opens,opens
4037,opens,opens
4553,opens,opens
3556,opens,opens
3915,opens,opens
4633,opens,opens
8851,opens,opens
5842,opens,opens
2882,opens,opens
4721,opens,fails
4099,opens,opens
7479,opens,opens
8074,opens,opens
6560,opens,opens
4005,opens,opens
3385,opens,fails
7272,opens,opens
6731,opens,opens
3382,opens,opens
3980,opens,opens
3143,opens,opens
3743,opens,opens
5576,opens,opens
3358,opens,opens
6645,opens,opens
7006,opens,opens
4955,opens,opens
5959,opens,opens
1908,opens,opens
8389,opens,fails
3783,opens,opens
4657,opens,opens
2376,opens,opens
3063,opens,opens
3986,opens,opens
1915,opens,opens
4749,opens,opens
4764,opens,opens
3290,opens,opens
3835,opens,opens
7095,opens,opens
2572,opens,opens
5024,opens,opens
8767,opens,opens
6077,opens,opens
6498,opens,opens
3380,opens,opens
2034,opens,opens
6528,opens,opens
1341,opens,opens
2023,opens,opens
4658,opens,opens
3624,opens,opens
4640,opens,opens
1979,opens,opens
6357,opens,opens
5255,opens,opens
2043,opens,opens
7684,opens,opens
4981,opens,opens
4690,opens,fails
5487,opens,opens
8829,opens,opens
1413,opens,opens
8674,opens,opens
4892,opens,opens
2590,opens,opens
7685,opens,opens
1550,opens,opens
8203,opens,opens
1670,opens,opens
8243,opens,opens
7039,opens,opens
4416,opens,opens
3834,opens,opens
1789,opens,opens
3284,opens,opens
5764,opens,opens
2357,opens,opens
3379,opens,opens
4307,opens,opens
2444,opens,opens
7561,opens,opens
4748,opens,opens
1836,opens,opens
7261,opens,opens
4348,opens,opens
8352,opens,opens
5898,opens,opens
4330,opens,opens
2749,opens,opens
4808,opens,opens
2105,opens,opens
1285,opens,opens
2689,opens,opens
7555,opens,opens
4822,opens,opens
1102,opens,opens
8718,opens,opens
7984,opens,opens
6152,opens,opens
1535,opens,opens
1265,opens,opens
7641,opens,opens
8313,opens,opens
5458,fails,fails
8181,opens,opens
3739,opens,opens
3061,opens,opens
7869,opens,opens
4443,opens,opens
4922,opens,opens
4783,opens,opens
3477,opens,opens
2856,opens,opens
8394,opens,opens
7817,opens,opens
6933,opens,opens
2521,opens,opens
5316,opens,opens
8995,opens,opens
2277,opens,opens
1386,opens,opens
3922,opens,opens
3223,opens,opens
6404,opens,opens
5826,opens,opens
8428,opens,opens
6074,opens,opens
3826,opens,opens
6191,opens,opens
4326,opens,opens
4755,opens,opens
2492,opens,opens
4023,opens,opens
1391,opens,opens
8666,opens,opens
3809,opens,opens
5758,opens,opens
8648,opens,opens
3736,opens,opens
8486,opens,opens
5880,opens,opens
5654,opens,opens
2397,opens,opens
2840,opens,opens
5007,opens,opens
6830,opens,opens
3642,opens,opens
3383,opens,opens
7568,opens,opens
8259,opens,opens
8192,opens,opens
6379,opens,opens
5379,opens,opens
3276,opens,opens
7474,opens,opens
8083,opens,opens
2725,opens,opens
5183,opens,opens
6681,opens,opens
1476,opens,opens
4869,opens,opens
7575,opens,opens
6391,opens,opens
1191,opens,opens
7110,opens,opens
4221,opens,opens
8250,opens,opens
2097,opens,opens
2350,opens,opens
6211,opens,opens
2818,opens,opens
1773,opens,opens
8145,opens,opens
8608,opens,opens
7416,opens,opens
1236,opens,opens
1248,opens,opens
5823,opens,opens
6099,opens,opens
1541,opens,opens
4025,opens,opens
3246,opens,opens
2804,opens,opens
1864,opens,opens
8594,opens,opens
7335,opens,opens
8883,opens,opens
8358,opens,opens
3506,opens,opens
3820,opens,opens
8382,opens,opens
1714,opens,opens
4482,opens,opens
5878,opens,opens
8738,opens,opens
8010,opens,opens
8099,opens,opens
5099,opens,opens
5018,opens,opens
7760,opens,opens
4909,opens,opens
5864,opens,opens
1693,opens,opens
8895,opens,opens
3929,opens,opens
4910,opens,opens
2999,opens,opens
6115,opens,opens
6424,opens,opens
5178,opens,opens
8935,opens,opens
2304,opens,opens
1208,opens,opens
7949,opens,opens
4605,opens,opens
8934,opens,opens
7465,opens,fails
7165,opens,opens
7284,opens,opens
1703,opens,opens
1588,opens,opens
8986,opens,opens
6010,opens,opens
2409,opens,opens
2337,opens,opens
4985,opens,opens
2347,opens,opens
6649,opens,opens
5839,opens,opens
1896,opens,opens
4982,opens,opens
8477,opens,opens
6402,opens,opens
7009,opens,opens
2000,opens,fails
7410,opens,opens
1659,opens,opens
1785,opens,fails
7821,opens,opens
3926,opens,opens
6714,opens,opens
3511,opens,opens
7859,opens,opens
8199,opens,opens
3545,opens,opens
7490,opens,opens
5166,opens,opens
4841,opens,opens
5731,opens,opens
8559,opens,opens
7215,opens,fails
3402,opens,opens
4964,opens,opens
1183,opens,opens
4450,opens,opens
8633,opens,fails
2278,opens,opens
1952,opens,opens
4943,opens,opens
6520,opens,opens
7035,opens,opens
6790,opens,opens
2285,opens,opens
5961,opens,opens
6507,opens,opens
5265,opens,opens
4572,opens,opens
8550,opens,opens
4083,opens,opens
1527,opens,opens
8253,opens,opens
5446,opens,opens
8307,opens,opens
1539,opens,opens
7785,opens,opens
8091,opens,opens
2453,opens,opens
4786,opens,opens
4466,opens,opens
5405,opens,opens
7571,fails,fails
2283,opens,opens
7923,opens,opens
5437,opens,opens
7598,opens,opens
2628,opens,opens
5197,opens,opens
1456,opens,opens
2591,opens,opens
2575,opens,opens
7077,opens,opens
6733,opens,opens
3856,opens,opens
8419,opens,opens
2990,opens,opens
2435,opens,opens
5434,opens,opens
7790,opens,opens
4911,opens,opens
8716,opens,opens
1729,opens,opens
3653,opens,opens
5667,opens,opens
5885,opens,opens
8471,fails,fails
6102,opens,opens
6615,opens,opens
2025,opens,opens
6169,opens,opens
1357,opens,opens
2807,opens,opens
5142,opens,opens
3218,opens,opens
7037,opens,opens
8336,opens,opens
3075,opens,opens
6272,opens,opens
2096,opens,fails
6317,opens,opens
8390,opens,opens
3710,opens,opens
8979,opens,opens
1857,opens,opens
6426,opens,opens
6366,opens,opens
4776,opens,opens
1093,opens,opens
5883,opens,opens
6699,opens,opens
5237,opens,opens
7274,opens,opens
3076,opens,opens
7993,opens,opens
4142,opens,opens
5254,opens,opens
4623,opens,opens
3634,opens,opens
6921,opens,opens
8824,opens,opens
1047,opens,opens
5044,opens,opens
8940,opens,opens
6701,opens,opens
8797,opens,opens
8210,opens,opens
1967,opens,opens
5788,opens,opens
3757,opens,opens
6674,opens,opens
4896,opens,opens
7672,opens,opens
8224,opens,opens
3722,opens,opens
5390,opens,opens
4467,opens,opens
6747,fails,fails
8878,opens,opens
8587,opens,opens
4542,opens,opens
6659,opens,opens
5984,opens,opens
1416,opens,opens
8117,opens,opens
7287,opens,opens
7862,opens,opens
4606,opens,fails
8351,opens,opens
8093,opens,opens
6103,opens,opens
1558,opens,opens
7263,opens,opens
2431,opens,opens
2386,opens,opens
3355,opens,opens
1499,opens,opens
2103,opens,opens
7626,opens,opens
6798,opens,opens
2221,opens,opens
8830,fails,fails
2017,opens,opens
3853,opens,opens
7355,opens,opens
8541,opens,opens
7399,opens,opens
5476,opens,opens
5090,opens,opens
8230,opens,opens
8308,opens,fails
3347,opens,opens
1774,opens,fails
3315,opens,opens
2495,opens,opens
5812,opens,opens
1130,opens,opens
7907,opens,opens
8165,opens,opens
2758,opens,opens
7448,opens,fails
5981,opens,opens
3327,opens,opens
3149,opens,opens
4590,opens,opens
6116,opens,opens
2095,opens,opens
7273,opens,opens
8705,opens,opens
6580,opens,opens
7482,opens,opens
5615,opens,opens
4903,opens,opens
3504,opens,opens
7026,opens,opens
3131,opens,opens
8138,opens,opens
7635,opens,opens
5139,opens,opens
8690,opens,opens
7830,opens,opens
7662,opens,opens
4223,opens,opens
8245,opens,opens
2257,opens,opens
7511,opens,opens
1370,opens,fails
8476,opens,opens
3305,opens,opens
6153,opens,opens
7072,opens,opens
6456,opens,opens
4047,opens,opens
8059,opens,opens
4758,opens,opens
5593,opens,opens
4549,opens,opens
1502,opens,opens
8886,opens,opens
6064,opens,opens
5001,opens,opens
4559,opens,opens
3226,opens,opens
4334,opens,opens
2958,opens,opens
1067,opens,opens
7680,opens,opens
7154,opens,opens
8758,opens,opens
3638,opens,opens
6126,opens,opens
8921,opens,opens
6581,opens,opens
7369,opens,opens
6968,opens,opens
7656,opens,opens
5276,opens,opens
7136,opens,opens
5846,opens,opens
8084,opens,opens
7198,opens,fails
4595,opens,opens
1144,opens,opens
2213,fails,fails
2425,opens,opens
7557,opens,opens
8473,opens,opens
3541,opens,opens
5351,opens,opens
2299,opens,opens
6932,opens,opens
1195,opens,fails
3406,opens,opens
4739,opens,opens
3907,opens,opens
1188,opens,fails
7822,opens,opens
6704,opens,opens
7843,opens,opens
5976,opens,opens
8392,fails,fails
1497,opens,opens
4398,opens,opens
1937,opens,opens
1875,opens,opens
7516,opens,opens
7392,opens,opens
4532,opens,fails
2182,opens,opens
7892,opens,opens
2740,opens,opens
8826,opens,opens
2270,opens,opens
7236,opens,fails
4258,opens,opens
4140,opens,opens
1506,opens,opens
4234,opens,opens
5832,opens,opens
5513,opens,opens
8089,opens,opens
7678,opens,opens
5464,opens,opens
6325,opens,opens
5360,opens,opens
1161,opens,opens
6602,opens,opens
3435,opens,opens
7260,opens,opens
2639,opens,opens
5868,opens,opens
4659,opens,opens
2151,opens,opens
2292,opens,opens
6128,opens,opens
4840,opens,opens
2014,opens,opens
3579,opens,fails
3323,opens,opens
5067,opens,opens
5328,opens,opens
7082,opens,opens
1602,opens,opens
6630,opens,opens
7939,opens,opens
7927,opens,opens
8708,opens,opens
8267,opens,opens
8787,opens,opens
5733,opens,opens
3669,opens,opens
8811,opens,opens
6330,opens,opens
5242,opens,opens
6792,opens,opens
7838,opens,opens
2761,opens,opens
7282,opens,opens
6183,opens,opens
2479,opens,opens
1636,opens,opens
1030,opens,opens
4979,opens,opens
3135,opens,opens
5742,opens,opens
6264,opens,opens
2408,opens,opens
2382,opens,opens
4829,opens,fails
5194,opens,opens
2859,opens,opens
3852,opens,opens
8657,opens,opens
2524,opens,opens
2178,opens,opens
5079,opens,opens
2747,opens,opens
5571,opens,opens
6224,opens,opens
1407,opens,opens
5876,opens,opens
4512,opens,opens
7456,opens,opens
4835,opens,opens
2558,opens,opens
8561,opens,opens
4445,opens,opens
6473,opens,opens
5558,opens,opens
6660,opens,opens
1902,opens,opens
7746,opens,opens
8927,opens,opens
3899,opens,opens
3286,opens,opens
7915,opens,opens
2585,opens,opens
7252,opens,opens
4248,opens,opens
4233,opens,opens
1345,opens,opens
3687,opens,opens
2132,opens,opens
8327,opens,opens
3643,opens,opens
1846,fails,fails
2279,opens,opens
5461,opens,opens
6936,opens,opens
4775,opens,opens
1297,opens,opens
3106,opens,opens
2475,opens,opens
8958,opens,opens
8954,opens,opens
2478,opens,opens
2506,opens,opens
6745,opens,opens
1894,fails,fails
8722,opens,opens
5960,opens,fails
8731,opens,opens
1702,opens,opens
3460,fails,fails
6117,opens,opens
5709,opens,opens
2595,opens,opens
4853,opens,opens
3645,opens,opens
7897,opens,opens
7564,opens,opens
4953,opens,opens
3802,opens,opens
1485,opens,opens
8611,opens,opens
6052,opens,opens
6314,opens,opens
4381,opens,opens
8605,opens,opens
3639,opens,opens
4984,opens,opens
6305,opens,opens
7060,opens,opens
8005,opens,opens
7677,opens,opens
2982,opens,fails
3289,opens,opens
1906,opens,opens
7368,opens,opens
8213,opens,opens
2138,opens,opens
2731,opens,opens
5734,opens,opens
2821,opens,opens
6413,opens,opens
2332,opens,opens
1823,opens,opens
6072,opens,opens
1832,opens,opens
3420,opens,opens
1330,opens,opens
4618,opens,opens
8300,opens,opens
2825,opens,opens
6837,opens,opens
3827,opens,opens
4632,opens,opens
5444,opens,opens
4056,opens,opens
3340,opens,opens
6817,opens,fails
8776,opens,opens
6881,opens,opens
1790,opens,opens
7014,opens,opens
1582,opens,fails
4007,opens,opens
8431,opens,opens
2645,opens,opens
5042,opens,opens
4746,opens,opens
6967,opens,opens
7164,opens,opens
5076,opens,fails
4711,opens,opens
3314,fails,fails
8404,opens,opens
8996,opens,opens
1174,opens,opens
5393,opens,opens
5875,opens,opens
7420,opens,fails
1794,opens,opens
7344,opens,opens
3762,opens,opens
6542,opens,opens
2952,opens,opens
8031,opens,opens
1735,opens,opens
2328,opens,opens
6113,opens,opens
8238,opens,opens
8809,opens,opens
4539,opens,opens
6605,opens,opens
7279,opens,opens
2092,opens,opens
3497,opens,opens
5445,opens,opens
4276,opens,fails
3525,opens,opens
2693,opens,opens
7471,opens,opens
4777,opens,opens
4015,opens,opens
2203,opens,opens
3989,opens,opens
6671,opens,opens
5825,opens,opens
6073,opens,opens
7052,fails,fails
8884,opens,opens
6408,opens,opens
3489,opens,opens
6821,opens,opens
8917,opens,opens
4823,opens,opens
5332,opens,opens
4537,opens,opens
1396,opens,opens
4201,opens,opens
6201,opens,opens
8780,opens,opens
6506,opens,opens
5333,opens,opens
7640,opens,fails
7163,opens,opens
6556,opens,opens
7127,opens,opens
6051,opens,opens
6234,opens,opens
5626,opens,opens
6608,opens,opens
8971,opens,opens
4054,opens,opens
1110,opens,opens
7168,opens,opens
2797,opens,opens
2894,opens,opens
8401,opens,opens
3008,opens,opens
5317,opens,opens
8070,opens,opens
4118,opens,opens
2881,opens,opens
3839,opens,opens
5701,opens,opens
2867,opens,opens
8220,opens,opens
2439,opens,opens
4796,opens,opens
6604,opens,opens
7195,opens,opens
7105,opens,opens
8297,opens,opens
8046,opens,opens
6045,opens,opens
4877,opens,opens
1897,opens,opens
4859,opens,opens
5830,opens,opens
2631,opens,opens
4120,opens,opens
6870,opens,opens
2566,opens,opens
6850,opens,opens
7982,opens,opens
1621,opens,opens
8889,opens,opens
6513,opens,opens
7844,opens,opens
3524,opens,fails
6462,opens,opens
4081,opens,opens
5921,opens,opens
7003,opens,opens
8423,opens,opens
1078,opens,opens
4608,opens,fails
1974,opens,opens
8479,opens,opens
3735,opens,opens
6916,opens,opens
3686,opens,opens
1125,opens,opens
6114,opens,opens
2829,opens,opens
4338,opens,opens
3237,opens,opens
1232,opens,opens
2045,opens,opens
1437,opens,opens
6105,opens,opens
2517,opens,opens
7302,opens,opens
5218,opens,opens
1853,opens,opens
7616,opens,opens
4919,opens,opens
7504,opens,opens
7975,opens,opens
7771,opens,opens
1366,opens,opens
6561,opens,opens
4182,opens,opens
1408,opens,opens
4112,opens,opens
6753,opens,opens
5369,opens,opens
1930,opens,fails
7041,opens,opens
1639,opens,opens
3955,opens,opens
8769,opens,opens
6896,opens,opens
5519,opens,opens
2450,opens,opens
4119,opens,fails
3378,opens,opens
5075,opens,opens
8266,opens,opens
2061,opens,opens
1939,opens,opens
8519,opens,opens
1091,opens,opens
4948,opens,opens
5512,opens,opens
4269,opens,opens
6852,opens,opens
2036,opens,opens
7148,opens,opens
4531,opens,opens
4937,opens,opens
4709,opens,opens
4281,opens,opens
2489,opens,opens
1567,opens,opens
8805,opens,opens
1040,opens,opens
7586,opens,opens
6726,opens,opens
8679,opens,opens
2974,opens,opens
3594,opens,opens
7078,opens,opens
5847,opens,opens
6471,opens,opens
5546,opens,opens
2579,opens,opens
4567,opens,opens
3291,opens,opens
1631,opens,opens
2177,opens,opens
5092,opens,opens
8692,opens,opens
8398,opens,opens
3082,opens,opens
5506,opens,opens
4908,opens,opens
4557,opens,opens
5341,opens,opens
6129,opens,opens
3720,opens,opens
6991,opens,opens
2212,opens,opens
8499,opens,opens
2237,opens,opens
8281,opens,opens
1701,opens,fails
7507,opens,opens
2206,opens,opens
8616,opens,opens
2121,opens,opens
4358,opens,opens
